Wavelength,S_Cone_Sensitivity,M_Cone_Sensitivity,L_Cone_Sensitivity
486.5,0.0669424370390891,0.7092020428335054,0.8256120243740246
487.0,0.06515323721154488,0.7214906162439562,0.8448892970271128
487.5,0.06340450252003982,0.734063343192672,0.8646721550342339
488.0,0.06169680671661122,0.7469458610393593,0.8849833461371552
488.5,0.06003072355329634,0.7601638071437237,0.9058456180776432
489.0,0.05840682678213244,0.773742818865471,0.9272817185974649
489.5,0.05682569015515682,0.7877085335643074,0.9493143954383875
490.0,0.05528788742440675,0.8020865885999386,0.9719663963421776
490.5,0.053793779455829714,0.8168992832877344,0.9952586386608415
491.0,0.05234287557101409,0.8321555647657181,1.019204718187342
491.5,0.05093447220545844,0.8478610421275775,1.0438164003248807
492.0,0.04956786579466138,0.8640213244669993,1.0691054504766597
492.5,0.04824235277412146,0.8806420208776712,1.0950836340458807
493.0,0.046957229579337297,0.8977287404532805,1.121762716435746
493.5,0.04571179264580744,0.9152870922875145,1.1491544630494575
494.0,0.04450533840903049,0.9333226854740603,1.1772706392902166
494.5,0.04333716330450504,0.9518411291066053,1.2061230105612257
495.0,0.04220656376772966,0.970848032278837,1.2357233422656864
495.5,0.04111272998680192,0.9903501091184309,1.2660851995291296
496.0,0.040054427160215254,1.010358493889016,1.2972293463664009
496.5,0.03903031423906211,1.0308854258882096,1.3291783465146734
497.0,0.038039050174434874,1.051943144413629,1.3619547637111218
497.5,0.03707929391742599,1.0735438887628908,1.39558116169292
498.0,0.03614970441912789,1.0956998982336135,1.430080104197242
498.5,0.03524894063063298,1.118423412123414,1.465474154961262
499.0,0.03437566150303369,1.1417266697299089,1.5017858777221533
499.5,0.033528525987422446,1.1656219103507164,1.539037836217091
500.0,0.03270619303489167,1.1901213732834535,1.577252594183248
500.5,0.03190724730968392,1.2152328217428174,1.6164484318408525
501.0,0.031129976328642305,1.2409461146118252,1.6566264953423442
501.5,0.030372593321760056,1.2672466346905744,1.6977836473232157
502.0,0.029633311519030422,1.2941197647791614,1.739916750418961
502.5,0.028910344150446635,1.3215508876776834,1.7830226672650722
503.0,0.028201904446001947,1.349525386186238,1.8270982604970436
503.5,0.02750620563568959,1.3780286431049222,1.8721403927503673
504.0,0.0268214609495028,1.4070460412338324,1.9181459266605367
504.5,0.026145883617434834,1.4365629633730665,1.9651117248630452
505.0,0.02547768686947892,1.4665647923227212,2.013034649993386
505.5,0.02481538314310096,1.4970334898574873,2.061905697539575
506.0,0.02415868170565745,1.5279373336504296,2.1116923943997215
506.5,0.023507591031977564,1.5592411803492063,2.162356400324456
507.0,0.022862119596890444,1.5909098866014755,2.213859375064411
507.5,0.02222227587522526,1.6229083090548955,2.266162978370218
508.0,0.021588068341811175,1.655201304357125,2.3192288699925085
508.5,0.02095950547147734,1.6877537291558222,2.373018709681914
509.0,0.020336595739052915,1.720530440098645,2.427494157189067
509.5,0.019719347619367066,1.753496293833252,2.4826168722645976
510.0,0.01910776958724895,1.7866161470073012,2.5383485146591394
510.5,0.01850207175407809,1.8198553046120884,2.594649137054103
511.0,0.01790327077743545,1.8531808650134556,2.6514723638540225
511.5,0.01731258495145237,1.8865603749208817,2.708770212394212
512.0,0.016731232570260175,1.9199613810438454,2.7664947000099835
512.5,0.016160431927990188,1.953351430091826,2.8245978440366515
513.0,0.015601401318773763,1.9866980687743037,2.8830316618095306
513.5,0.015055359036742213,2.019968843800756,2.9417481706639337
514.0,0.014523523376026873,2.0531313018806623,3.0006993879351747
514.5,0.014007112630759077,2.0861529897235025,3.0598373309585667
515.0,0.013507345095070155,2.119001454038755,3.1191140170694243
515.5,0.013025220790902056,2.151639536740237,3.178473270845184
516.0,0.012560866651439163,2.1840112605591195,3.2378261458317716
516.5,0.012114191337676486,2.21605594343091,3.2970755028172367
517.0,0.01168510351060902,2.2477129032911156,3.356124202589628
517.5,0.011273511831231778,2.2789214580752453,3.414875105936994
518.0,0.010879324960539758,2.309620925718808,3.4732310736473866
518.5,0.010502451559527965,2.3397506241573116,3.531094966508852
519.0,0.0101428002891914,2.369249871326262,3.58836964530944
519.5,0.009800279810525067,2.3980579851611705,3.6449579708372
520.0,0.009474798784523973,2.4261142835975433,3.700762803880182
520.5,0.009166084975277362,2.453368801173735,3.7557036181077623
521.0,0.008873142559251437,2.4798144388394796,3.8097663387146246
521.5,0.008594794816006649,2.5054548141473574,3.8629535037767804
522.0,0.008329865025103446,2.5302935446499477,3.915267651370242
522.5,0.008077176466102273,2.5543342478998308,3.9667113195710204
523.0,0.007835552418563582,2.577580541449588,4.017287046455129
523.5,0.0076038161620478216,2.6000360428517975,4.066997370098578
524.0,0.007380790976115435,2.62170436965904,4.11584482857738
524.5,0.0071653001403268754,2.642589139423895,4.163831959967546
525.0,0.006956166934242588,2.6626939696989442,4.210961302345088
525.5,0.006752376654517044,2.6820270909957906,4.257239473502647
526.0,0.006553562666180795,2.700615185662139,4.302689410099376
526.5,0.006359520351358416,2.7184895490047163,4.3473381285110575
527.0,0.006170045092174481,2.7356814763302517,4.3912126451134705
527.5,0.005984932270753561,2.752222262945472,4.434339976282399
528.0,0.005803977269220235,2.7681432041571075,4.476747138393626
528.5,0.005626975469699074,2.783475595271885,4.518461147822932
529.0,0.005453722254314652,2.7982507315965326,4.559509020946098
529.5,0.005284013005191545,2.812499908437779,4.599917774138906
530.0,0.005117643104454325,2.8262544211023526,4.63971442377714
530.5,0.004954446791289397,2.8395386629766874,4.678919496835679
531.0,0.004794413733130481,2.8523494197660404,4.717527562685798
531.5,0.004637572454473126,2.8646765752553764,4.755526701297868
532.0,0.004483951479812882,2.8765100132296575,4.792904992642264
532.5,0.004333579333645297,2.8878396174738468,4.82965051668936
533.0,0.004186484540465923,2.898655271772909,4.865751353409527
533.5,0.004042695624770308,2.9089468599118073,4.901195582773138
534.0,0.003902241111054002,2.9187042656755047,4.935971284750567
534.5,0.003765149523812554,2.9279173728489645,4.970066539312186
535.0,0.003631449387541514,2.936576065217151,5.003469426428369
535.5,0.0035011614500145075,2.9446730199897257,5.036171784230357
536.0,0.003374275352117458,2.9522120880751426,5.068180483492858
536.5,0.0032507729580143647,2.9591999138065557,5.099506153151451
537.0,0.0031306361318692282,2.9656431415171176,5.130159422141712
537.5,0.0030138467378460474,2.9715484155399814,5.160150919399217
538.0,0.0029003866401088223,2.9769223802083005,5.189491273859547
538.5,0.002790237702821552,2.9817716798552274,5.218191114458277
539.0,0.002683381790148236,2.986102958813915,5.246261070130983
539.5,0.0025798007662528747,2.989922861417517,5.273711769813245
540.0,0.0024794764952994664,2.993238031999186,5.300553842440637
540.5,0.0023823863866278563,2.9960550236621724,5.326797546768096
541.0,0.0022884900302812634,2.9983800245901127,5.352451660827974
541.5,0.002197742561478751,3.0002191317367397,5.377524592471984
542.0,0.0021100991154393836,3.0015784420557883,5.402024749551835
542.5,0.002025514827382224,3.002464052500991,5.425960539919239
543.0,0.0019439448325263371,3.0028820600260824,5.449340371425909
543.5,0.001865344266090786,3.0028385615847952,5.472172651923554
544.0,0.001789668263294635,3.0023396541308633,5.494465789263884
544.5,0.0017168719593569472,3.00139143461802,5.516228191298613
545.0,0.0016469104894967872,2.9999999999999996,5.5374682658794505
545.5,0.00157973214818285,2.998171394370759,5.5581947925860575
546.0,0.0015152578668823579,2.9959114503851487,5.5784180379098895
546.5,0.001453401736312164,2.993225947838242,5.5981486400703515
547.0,0.001394077847189122,2.990120666525114,5.61739723728685
547.5,0.0013372002902300856,2.9866013862408365,5.636174467778788
548.0,0.001282683156151909,2.982673886780487,5.654490969765571
548.5,0.0012304405356714453,2.9783439479391367,5.6723573814666075
549.0,0.0011803865195055478,2.9736173495118603,5.689784341101297
549.5,0.0011324351983710707,2.968499871293732,5.70678248688905
550.0,0.0010865006629848673,2.9629972930798263,5.723362457049269
550.5,0.0010425024617303563,2.9571140959264453,5.739532105844255
551.0,0.001000381973657213,2.9508495659348095,5.755288151707872
551.5,0.0009600860354816789,2.944201690467367,5.770624529116885
