attempt,circle_angle_degrees
1,42.52177483180997
3,50.83126646267757
4,48.49844456502218
11,49.22223020614269
15,47.24833314235092
16,49.41862046698917
18,47.26927480641999
20,49.378373283630005
21,73.836137498336
22,70.42086766421419
23,51.87094316521659
24,61.361850143913536
25,55.58851314131641
26,50.39487608204838
27,57.83280064237286
28,58.78661831001405
29,52.60597842879873
30,49.28162284678351
31,48.09048936869218
32,48.89057166018406
33,47.81888891452278
34,47.666320906286835
35,46.73359421759588
36,50.4136704836638
37,52.00410597391668
40,39.29017716913773
41,47.75825848264268
42,44.816319342777646
43,53.61860379706567
44,48.72877075757272
45,53.44598007952116
47,49.6538240580533
48,48.66928608278421
49,53.3440109615775
50,51.29735404903376
51,50.796323481097645
52,49.32548507628258
53,52.77243141743099
54,48.67170689482911
55,49.983106521899956
56,50.72555886556054
57,49.96777039284624
58,50.329254905401896
59,49.66520129768001
60,51.00034620067968
61,48.49241698771577
63,51.66115082034665
64,51.69698230031877
65,49.01957934362719
66,46.73475447395458
67,52.256962659449634
68,48.434948822922
69,49.45051320763382
70,53.72291329342233
71,43.366930696316835
72,48.03024268119858
73,52.08209691394415
74,50.10776399072348
75,49.34977374134994
76,48.970407808486534
78,49.998752556331674
79,47.90170463777824
80,48.49241698771577
81,14.680471709447188
82,20.877364133579107
83,30.5723568749784
84,40.247014024143176
89,47.364079585919484
92,48.04056727389167
94,42.83170774950469
95,40.73210669970919
96,47.18395022767631
97,48.58403852709736
99,44.613742169470946
100,43.78112476486871
101,42.52121089142167
102,43.043046776073034
103,49.32506043473846
105,42.61405596961119
106,40.17314121887702
107,40.420867664214185
108,46.65843453528418
110,49.398705354995535
113,45.52085637450196
114,42.635920414080516
115,40.60129464500447
116,47.97205591423473
117,47.364079585919484
118,51.369439206112304
120,46.54121864372389
121,13.183617843469708
122,19.774345180142692
123,37.890551656248334
124,48.58416047559298
125,39.91632425926888
126,33.59544078275663
127,41.61895123597847
128,34.22518532535121
129,43.620939962082666
130,36.305783617828766
131,39.88960116331037
132,33.26911490246093
134,42.623784900280775
135,48.19756579221645
136,39.029407630803966
137,34.02128867042193
138,33.5921384958006
139,47.5500034921934
140,42.93399124351026
141,41.21850834938742
142,42.24899034626172
143,41.11391263029071
144,48.79405249259742
145,36.75390055900371
147,41.207701676513956
148,39.26973781976336
149,42.39881863221441
150,44.12557323641557
151,33.21142936056144
152,33.835612078714156
153,39.42192641567603
154,37.404500680732355
155,37.628651296616404
156,49.959873701363406
157,41.019393583662264
158,42.801458779934144
159,37.8806371764177
160,37.53678751059286
161,40.63159765041397
162,35.909153291092466
163,33.76565672038869
164,39.051240940900264
167,41.10942833981594
168,41.07996209459274
169,42.78157407902044
170,38.87193862797827
171,38.564161872186425
172,33.134186338678504
173,36.50828133399537
174,46.707815734962224
175,41.33992157138424
176,40.00181167283817
177,51.7643806757905
178,38.68208772453845
180,38.73094016077149
181,67.50352849976743
182,60.7320047851073
183,51.90355391972503
184,49.04958170327138
186,49.2034905072794
187,46.72081483367287
189,49.30175827405909
190,47.91532211664252
191,46.59114027119459
192,40.990498458560744
193,46.993248147868314
194,48.41267935158686
195,47.24833314235092
196,41.66485705933982
199,49.18491612511841
202,47.98551029628789
203,49.64260219829769
204,47.83666010112545
205,50.29008120537127
208,51.770547544784755
209,46.284443521800775
210,47.689770323150476
211,50.92340147761441
212,51.59160993503119
213,49.11395764139626
214,48.27422176348542
215,50.339236803737585
216,47.84947456067723
217,46.7117781790526
219,44.48383577023517
220,43.09507759870603
221,79.94232910475289
222,78.74764497476605
223,67.65570071049733
224,60.66719717464791
225,57.137172612868795
226,40.35332004392944
227,54.722839552310525
229,51.93388504106304
230,50.25232185733461
231,46.61010961468583
233,44.35677595345651
234,46.09415137675952
235,39.64804531609817
236,52.99817857715986
237,50.62165104531556
238,48.79988515865265
239,51.59531044896769
240,53.842336227823566
242,45.143056689875515
243,48.38053689292326
244,52.579572564026286
245,48.92933925212012
246,53.85047390807692
247,49.5473484392198
248,52.9520525364396
249,55.440173407899096
251,40.40400260775621
252,51.496286917762845
253,51.453399644227666
254,52.109448343751666
255,54.05734945001173
256,54.068723301874854
257,51.14609417940768
258,55.494995813803676
259,49.812537722771765
260,50.996942861670334
261,52.409837371493275
262,55.395911849170574
263,55.32864357422184
264,49.90374953730783
265,50.59933631789091
266,48.84047335218807
267,49.616137736248646
268,51.24131907471024
269,54.486680931716016
270,54.91670667218186
271,51.37062226934317
272,55.09415608905882
273,58.638922544653695
274,58.21339568197412
275,52.08209691394415
276,55.14132636729409
277,50.69908003535146
278,49.2986388675216
279,49.00788752060549
280,50.09523119190481
281,33.0534739500163
282,31.37686370158913
284,46.93058744116699
286,46.86478525933901
287,49.10387547263694
288,51.142718152354554
289,50.931526924919766
293,47.12109639666146
294,47.6384918254112
296,51.74839904416951
297,48.39713291933976
299,47.111330625576024
300,48.51945303549537
