feedback_type,block_id,trial_in_block,perturbation_active,gradual_perturbation,perturbation_force,end_x,end_y,hit,score_delta,score_total
endpos,8,6,True,True,0.2,404.43971336289593,474.9072513275322,False,0,561
endpos,8,7,True,True,0.4,423.75679995418363,394.90429078830147,False,0,561
endpos,8,8,True,True,0.4,450.26644206313705,393.95503148065376,False,0,561
endpos,8,9,True,True,0.4,497.76634313356163,497.9588352808208,False,0,561
endpos,8,10,True,True,0.6000000000000001,543.4758433047635,471.9927094000607,False,0,561
endpos,8,11,True,True,0.6000000000000001,510.2401606356445,431.92128508516413,False,0,561
endpos,8,12,True,True,0.6000000000000001,480.8938702944735,372.96777545874255,False,0,561
endpos,8,13,True,True,0.8,529.8267737570973,431.92128508516413,False,0,561
endpos,8,14,True,True,0.8,607.5139123008718,462.90725132753226,False,0,561
endpos,8,15,True,True,0.8,532.3575667444268,456.95548945914203,False,0,561
endpos,8,16,True,True,1.0,535.4525222481416,469.95548945914214,False,0,561
endpos,8,17,True,True,1.0,545.4953625663754,476.90725132753215,False,0,561
endpos,8,18,True,True,1.0,525.4860876991282,479.90725132753215,False,0,561
endpos,8,19,True,True,1.2,560.0,408.9932693266736,False,0,561
endpos,8,20,True,True,1.2,568.6444631614065,399.95503148065364,False,0,561
endpos,8,21,True,True,1.2,601.7869254931506,495.95883528082084,False,0,561
endpos,8,22,True,True,1.4,638.1932535618827,465.9927094000608,False,0,561
endpos,8,23,True,True,1.4,522.8693821320047,453.99789451805094,False,0,561
endpos,8,24,True,True,1.4,543.5241566952365,464.99270940006085,False,0,561
endpos,8,25,True,True,1.5999999999999999,571.3569177123388,359.96777545874255,False,0,561
endpos,8,26,True,True,1.5999999999999999,545.0,403.9550314806536,False,0,561
endpos,8,27,True,True,1.5999999999999999,586.3169292875231,495.9969062195773,False,0,561
endpos,8,28,True,True,1.7999999999999998,633.0463743362333,486.9072513275323,False,0,561
endpos,8,29,True,True,1.7999999999999998,561.3945507917357,336.989911936356,False,0,561
endpos,8,30,True,True,1.7999999999999998,478.59084760321224,416.9932693266738,False,0,561
endpos,9,1,False,False,1.9999999999999998,463.6392235205466,486.9588352808202,False,0,561
endpos,9,2,False,False,1.9999999999999998,443.97751574032645,406.95503148065364,False,0,561
endpos,9,3,False,False,1.9999999999999998,407.9564667918007,419.92744465300245,False,0,561
endpos,9,4,False,False,1.9999999999999998,516.156917753552,480.9969062195774,False,0,561
endpos,9,5,False,False,1.9999999999999998,528.1839373522233,357.983713610159,False,0,561
endpos,9,6,False,False,1.9999999999999998,536.9072527446333,409.9177142720962,False,0,561
endpos,9,7,False,False,1.9999999999999998,563.5262996781321,536.9209479078562,False,0,561
endpos,9,8,False,False,1.9999999999999998,569.9907251327536,462.90725132753226,False,0,561
endpos,9,9,False,False,1.9999999999999998,475.5553683859472,378.9550314806536,False,0,561
endpos,9,10,False,False,1.9999999999999998,485.61766993018415,501.9869687647725,False,0,561
rl,10,1,False,False,1.9999999999999998,460.26644206313694,389.9550314806536,False,0,561
rl,10,2,False,False,1.9999999999999998,497.6201779851417,460.95548945914203,False,0,561
rl,10,3,False,False,1.9999999999999998,386.7506623640418,429.9274446530025,False,0,561
rl,10,4,False,False,1.9999999999999998,451.4582630973901,483.90725132753226,False,0,561
rl,10,5,False,False,1.9999999999999998,397.2008031782276,450.92128508516413,False,0,561
rl,10,6,False,False,1.9999999999999998,398.3038478553978,360.983713610159,False,0,561
rl,10,7,False,False,1.9999999999999998,285.333246541301,229.952244564901,True,80,641
rl,10,8,False,False,1.9999999999999998,381.99185680507935,383.98371361015876,False,0,641
rl,10,9,False,False,1.9999999999999998,430.2418554779823,519.9869687647722,False,0,641
rl,10,10,False,False,1.9999999999999998,397.66180626670666,465.9927094000608,False,0,641
rl,11,1,True,True,0.0,347.03230063728927,410.9932693266736,False,0,641
rl,11,2,True,True,0.0,392.1032087828282,423.9177142720961,False,0,641
rl,11,3,True,True,0.0,398.20080317822755,451.9212850851641,False,0,641
rl,11,4,True,True,0.2,406.0856749240312,454.99789451805094,False,0,641
rl,11,5,True,True,0.2,443.13386878548465,446.9212850851642,False,0,641
rl,11,6,True,True,0.2,371.7877405889473,387.96777545874266,False,0,641
rl,11,7,True,True,0.4,370.2962877760129,382.94150701475706,False,0,641
rl,11,8,True,True,0.4,890.002105481949,792.8693821320047,False,0,641
rl,11,9,True,True,0.4,431.97774472957116,465.95548945914214,False,0,641
rl,11,10,True,True,0.6000000000000001,481.7151334888568,471.95548945914226,False,0,641
rl,11,11,True,True,0.6000000000000001,442.3310897755585,404.99326932667356,False,0,641
rl,11,12,True,True,0.6000000000000001,489.1998315473527,407.95503148065353,False,0,641
rl,11,13,True,True,0.8,478.31968497011064,380.941507014757,False,0,641
rl,11,14,True,True,0.8,521.7076363428101,398.9042907883014,False,0,641
rl,11,15,True,True,0.8,482.28870329356056,408.9177142720962,False,0,641
rl,11,16,True,True,1.0,520.711305520253,541.9582772835588,False,0,641
rl,11,17,True,True,1.0,485.38258671672025,445.9274446530024,False,0,641
rl,11,18,True,True,1.0,456.977899363223,539.9447484080578,False,0,641
rl,11,19,True,True,1.2,597.5729353750924,249.98945237434285,False,-55,586
rl,11,20,True,True,1.2,550.0092748672464,478.9072513275321,False,0,586
rl,11,21,True,True,1.2,604.018549734493,479.90725132753215,False,0,586
rl,11,22,True,True,1.4,515.8693821320047,470.9978945180513,False,0,586
rl,11,23,True,True,1.4,571.6880089496839,367.983713610159,False,0,586
rl,11,24,True,True,1.4,539.5532686267109,487.9588352808204,False,0,586
rl,11,25,True,True,1.5999999999999999,573.1899110074283,453.95548945914214,False,0,586
rl,11,26,True,True,1.5999999999999999,581.237098902146,409.9177142720962,False,0,586
rl,11,27,True,True,1.5999999999999999,605.4740501832289,504.9901911475158,False,0,586
rl,11,28,True,True,1.7999999999999998,581.5032578088064,515.9869687647722,False,0,586
rl,11,29,True,True,1.7999999999999998,609.4400447484131,348.9837136101591,False,0,586
rl,11,30,True,True,1.7999999999999998,640.1756392772045,541.9582772835588,False,0,586
rl,12,1,False,False,1.9999999999999998,441.9536256637659,478.9072513275321,False,0,586
rl,12,2,False,False,1.9999999999999998,472.9462889311322,586.9104815518878,False,0,586
rl,12,3,False,False,1.9999999999999998,431.9354198537157,350.98991193635624,False,0,586
rl,12,4,False,False,1.9999999999999998,499.5266979142594,555.9587354113693,False,0,586
rl,12,5,False,False,1.9999999999999998,436.2615295892513,495.9969062195773,False,0,586
rl,12,6,False,False,1.9999999999999998,373.4211636284033,471.90725132753215,False,0,586
rl,12,7,False,False,1.9999999999999998,425.16227121956047,418.9274446530026,False,0,586
rl,12,8,False,False,1.9999999999999998,443.2342763524123,469.99270940006085,False,0,586
rl,12,9,False,False,1.9999999999999998,338.2398210063495,366.983713610159,False,0,586
rl,12,10,False,False,1.9999999999999998,408.16227121956047,427.9274446530025,False,0,586
