attempt,error_angle_degrees
1,
2,-3.2742217634854214
3,-8.795872279158445
4,-4.958450919485365
5,-0.788424262440131
6,-3.2892426784918243
7,5.0502284248328095
8,-2.364079585919484
9,-4.358227947732281
10,-2.332023681623056
11,-3.0546499756769947
12,3.7286098327709993
13,-0.9710219310791643
14,0.40634623330902997
15,1.2246638570062416
16,2.1113306255760236
17,2.638491825411201
18,4.338266791428197
19,-0.690277197865079
20,-3.2892426784918243
21,5.381430051197384
22,0.702732873918329
23,3.017609214690033
24,2.3321267663116245
25,12.87819151799549
26,5.07822947741478
27,-0.9637565320735249
28,2.4319326023469685
29,3.3163241901132707
30,1.735995851476062
31,-3.03487116225115
32,1.1051420841488735
33,-0.26619628104911897
34,-1.8035368077815264
35,2.020525611519858
36,-0.34616425489360836
37,0.3574934234976226
38,0.3241081694312413
39,
40,-1.4360935605221385
41,3.853158764419099
42,1.268034139735363
43,3.9704078084865344
44,1.645038214675921
45,4.791855673330673
46,1.4005397156453085
47,0.3241081694312413
48,1.79141883194157
49,
50,3.017609214690033
51,2.838139371692847
52,5.820892853310831
53,1.788295731316012
54,
55,0.3215100748648041
56,2.4879973761485488
57,3.026117375651509
58,2.020525611519858
59,3.8488430232768494
60,0.4345242011691255
61,0.9193878321176641
62,2.3431854802209173
63,1.6101096146858325
64,2.9594760904741477
65,3.494199866447083
66,1.4844531895356639
67,3.255713392425733
68,3.9595140393406822
69,5.743558010342845
70,5.664600943256303
71,4.298638867521603
72,1.2828841290220723
73,3.259374971521993
74,3.0834453830486623
75,3.1411268882713017
76,
77,7.280002718542335
78,5.621651045315559
79,4.967186605801444
80,-1.9208762199331773
81,-18.350441834771694
82,-12.112622925985008
83,-0.4141791434093278
84,0.9525736408004661
85,5.750446443972734
86,0.0
87,-4.600095666263279
88,3.568096304671222
89,-7.6467620135671694
90,-1.5038397141231243
91,0.6836880679403521
92,-0.8223709799981762
93,3.1945894651104396
94,2.78946769177594
95,3.814074834290359
96,-2.928858199693103
97,1.179837820830059
98,2.3320236816230633
99,-5.43405854154048
100,2.945507380676645
101,0.26649007605841035
102,3.487753479354474
103,-0.9617093298587633
104,-5.502340426182492
105,-4.479460452350274
106,-2.6778066418844304
107,0.8263241397292447
108,0.5456575934157257
109,-2.3859440303888135
110,0.0
111,-2.9425204563686265
112,-2.763857370912554
113,-1.2423643306742704
114,-1.891154701685366
115,2.567597329187791
116,-0.9571196878596524
117,0.9710219310791643
118,-5.671286640455527
119,-1.752030498021547
120,-4.2411374345511135
121,-11.241349652157766
122,-24.553672805312996
123,-14.054604099077132
124,-32.364079585919484
125,-21.14204123637165
126,-10.804532399947114
127,-8.535055149755962
128,-6.321824318300827
129,-22.96819796069102
130,2.4325572464593535
131,-16.218402764346365
132,-5.091095208405683
133,-9.45894190524163
134,-11.323298267809868
135,
136,0.02088603411822021
137,-9.971582471719074
138,-7.503528499767427
139,-5.535042368796518
140,-6.836431352108178
141,1.4744833407233884
142,3.435744239661709
143,-3.1441098005714636
144,3.543718471298078
145,1.2885064605675112
146,0.963756532073532
147,1.5474707674538095
148,4.09329412194171
149,3.981276096001068
150,-6.734631218788039
151,
152,8.060631537701362
153,0.633116792181994
154,-4.502448506662212
155,-1.9574091112711258
156,-22.096511280974504
157,
158,-8.640073227921611
159,-10.574444772100101
160,-9.429319843439004
161,-5.970592369196034
162,6.3110619676192385
163,-11.324986466622363
164,-1.6101096146858325
165,-15.004920870824005
166,-1.076687558185327
167,2.0888236046971613
168,-0.5663178248568101
169,
170,3.0238675557966346
171,-4.542257341504779
172,4.611142184530394
173,
174,-7.5779105160613085
175,-19.30778784471596
176,4.528838237796769
177,
178,-0.45348760293980916
179,7.785737960793256
180,-2.7805083601341636
181,11.763053093644189
182,6.996766357134334
183,2.121096396661457
184,4.398705354995535
185,
186,1.3574658445306085
187,3.0127875041833434
188,1.814191909029951
189,3.1652063888103967
190,0.4161847831665
191,3.1507164132677374
192,6.516035018409305
193,0.0
194,1.6961902644943692
195,1.548157698977974
196,0.27283498306809406
197,1.5038397141231243
198,1.3770371937727504
199,-0.4161847831664929
200,2.2692748064199932
201,1.5110490386789337
202,3.0546499756769947
203,-2.3970285300595933
204,1.891154701685366
205,2.3749615157613704
206,1.0560238059975475
207,-0.5562522270806696
208,2.875453683985249
209,1.613538932881184
210,0.8184554616886146
211,0.2741403937332194
212,2.915322116642521
213,0.27813266729636155
214,0.27813266729636155
215,1.344724388702332
216,1.7686663454031262
217,0.5430716937237889
218,0.9480705705405938
219,0.2767890521777616
220,1.984048834144744
221,5.159845606486918
222,
223,21.43085812016234
224,
225,14.307165723062603
226,1.6262095004299368
227,3.6119692056395607
228,2.289185984746915
229,-2.1643905135985477
230,9.45894190524163
231,-0.05589272693971026
232,-4.080311382782433
233,
234,-6.323744705577738
235,-7.455070961243159
236,1.6634790828879318
237,-3.0629011708373426
238,-1.390268104187804
239,-1.6420489888293872
240,
241,5.754071318799383
242,6.334244001524773
243,10.978711329578076
244,3.255713392425733
245,5.661678911684646
246,-1.4607894697928359
247,7.905769658417192
248,1.129795474179076
249,-1.0110693037415928
250,
251,
252,2.020525611519858
253,1.606980578616998
254,-5.142121073955536
255,-2.2874871791284974
256,0.4729723281549383
257,0.7606565795387397
258,1.0515482195086392
259,
260,3.6119692056395607
261,3.84047335218807
262,0.6273837391210577
263,2.0058287336805662
264,4.440034828176181
265,
266,0.7887077422718889
267,2.4319326023469685
268,0.7887077422718889
269,2.9643575200267946
270,4.778028891704587
271,4.0800122267046675
272,
273,3.1441098005714636
274,4.0800122267046675
275,6.6611508203466485
276,
277,
278,
279,
280,4.778028891704587
281,
282,10.790492675573184
283,-1.8822824430107516
284,
285,
286,
287,
288,0.5456575934157257
289,0.13806185209686817
290,
291,-0.13674384421807417
292,2.9990869354552103
293,-0.13940551447981875
294,1.5911402711945897
295,0.41820994149710344
296,-3.519453035495367
297,4.275841112628946
298,4.479460452350281
299,4.541995680266737
300,1.719680039069864
