attempt,circle_angle_degrees
1,36.6838730413365
3,42.11137845015705
4,41.41538947606222
5,47.321530589832726
7,42.37359436170925
8,37.41382857863545
10,34.054340961632796
12,42.0009130645448
13,48.67449952082966
14,46.43535699911264
15,44.47676541781582
17,40.65997927403557
18,46.984048834144744
19,48.08021013664583
20,40.86692938002823
21,71.35311400987133
22,59.9315118405078
23,52.815986654730025
24,52.842425730132085
25,53.75625505678974
26,47.08912598271891
27,40.18946386968021
29,42.069011952025804
30,42.168103458341676
31,40.9067058780583
32,51.732295189943045
33,43.134022306396325
34,39.090276920822326
37,41.859779120947984
38,46.56172087489715
39,50.31667951203977
40,43.240519915187214
41,42.689412136483995
42,50.40166897399172
43,46.942610765909095
44,47.544412569561445
46,41.659292653522996
47,46.731487212870874
49,40.30484646876602
51,41.38386247107214
52,41.16722846147339
54,51.76768625333427
55,46.14902286950728
56,41.92677263870428
58,47.43193260234697
60,48.02611737565151
61,42.82878287145541
62,51.268003072481214
63,36.21563589970264
65,44.816319342777646
66,39.346864874101264
67,54.03893426545843
68,47.92791976200724
69,47.40784368816998
72,50.59933631789091
73,42.38526095988926
74,44.33355025584781
76,48.43494882292202
79,43.676180465476
80,43.19890323137604
81,36.68080335050026
82,20.21588874398397
83,30.323606862549987
84,41.00908690157022
85,32.789422036792864
86,38.4839649815907
88,52.39792777659218
89,42.13759477388825
90,34.78602701492951
91,51.083389672891826
92,35.60266352537001
93,29.054604099077146
94,46.680883602842954
95,37.01513378474342
96,39.99136948278862
98,47.24833314235092
99,49.29888702477494
102,39.56594145845952
103,52.51906639122894
106,39.82954422036961
108,42.88866937442398
110,37.57998510473879
114,43.45184230102203
115,50.85270188209105
118,39.17365797044423
119,47.99908693545521
120,41.39153114743366
121,13.571149851722943
123,32.61649336123341
124,35.19863110637483
125,42.49283695153967
126,51.33939632917021
128,30.369939750778023
130,41.79608129397348
131,42.86969847315642
134,39.42192641567603
135,47.75087658024422
136,49.777831366363884
137,39.227745317954174
138,41.8588731117287
139,41.62454833067997
141,36.92326336369925
142,51.027373385103616
143,40.00124744366833
144,43.11011715473839
145,39.162032326785464
147,41.74428660757427
148,33.93533592171424
149,40.17352452453016
152,38.37210839477807
153,48.25436657471205
154,41.32829310517088
156,38.129056834783405
158,30.439645535319265
159,47.59258147259926
161,39.17910714668917
163,47.55237647953988
164,47.610500962699014
166,42.965076655521955
167,38.23350567051646
168,42.161860628307174
169,41.80083494695459
171,38.00259659335784
172,42.31813736508431
173,38.303017699681234
174,41.565051177078
175,50.599219958976164
177,41.79151552941919
178,39.162032326785464
181,71.38803079436042
182,52.010457673626824
184,53.89254870824813
185,50.97579101657004
188,50.02696781606501
189,48.936166112689996
190,43.288221820947406
192,39.48852258397939
193,40.047630402084
195,46.562224916842396
197,38.31309067381764
199,47.47822516819003
200,41.23766727642984
201,39.57190281388927
202,37.64762064010765
203,40.58137953301083
205,36.79529380843132
206,40.5612836322953
207,41.66485705933982
208,40.36453657309736
209,39.758180053020446
210,41.618272675723645
213,42.3615081745888
214,42.52177483180997
215,42.236142629087446
218,42.12454631601475
219,40.990498458560744
220,42.11137845015705
221,69.8055710922652
222,66.50144112050631
223,48.61196920563956
224,47.666320906286835
225,45.97087201285579
226,55.70411382776727
227,52.9445601045703
228,51.66115082034665
229,61.70613916970168
230,51.83466298204528
231,52.350005810470414
232,45.92167094181792
234,55.18175714984179
235,47.06106941785298
236,41.2042857968603
237,46.14902286950728
241,41.93709882916266
242,42.58945953495772
245,42.10767025676034
247,49.419713573659216
252,44.560275619356865
255,47.80027833283219
256,49.79185567333067
258,49.49897097695581
259,47.83813937169285
260,46.57610335617338
261,50.8627883360467
262,47.964357520026795
264,47.39751288560506
265,46.24563304547428
266,47.332126766311625
268,51.485443317063414
270,43.104326144697026
271,46.82140989004083
272,47.421497554448365
273,48.909437184829166
274,51.399810132082216
275,47.39751288560506
277,46.34817154735126
279,48.093906544063145
280,51.024450670162935
282,38.86559005607608
283,40.85911399648014
286,43.01595116585526
287,42.657387993501736
288,38.305770868106826
289,42.90793372051986
291,37.74680538727467
292,38.305770868106826
293,41.6335393365702
294,41.48054696450463
298,40.886042358603746
300,46.7117781790526
