attempt,error_angle_degrees
1,-0.3176984669213141
2,-1.6325146151384615
3,2.5551482817364217
4,
5,-0.67128664045552
6,0.1159201960751659
7,0.8403577062873637
8,1.973964916974552
9,-1.188615963241574
10,2.772225734962575
11,-6.7682889320206385
12,-4.741228528394842
13,0.001035679854311411
14,3.5185428291129313
15,3.296051416972233
16,-1.0159906922536663
17,-0.046441859685671716
18,10.194428907734817
19,7.217635108191587
20,2.499589435623136
21,
22,6.097642963798194
23,12.119362823582293
24,9.631689317213954
25,0.4653384286006599
26,6.813802909268617
27,6.07357416474639
28,18.45583453235841
29,2.7805280002812935
30,4.162168055312748
31,3.9503428133773753
32,6.576103356173348
33,-0.47774499007479676
34,9.798876354524936
35,6.785377331335184
36,15.301378625419716
37,-14.625505870605082
38,
39,3.3245312618907974
40,6.591173102465348
41,6.286709056838021
42,6.663479082887932
43,4.036243467926482
44,4.574216198038755
45,1.0825694630296425
46,3.5028613946571454
47,6.139865343416147
48,5.190885793293461
49,1.5308662614403374
50,5.76505906091441
51,3.764486867795455
52,2.0690119520257895
53,3.949233998725532
54,0.007979801441337031
55,14.386371101801387
56,9.148137457939612
57,
58,7.202395369092272
59,9.378004055393035
60,3.5948363340749836
61,3.4749613978944467
62,3.1459378265558655
63,-0.2672749670248038
64,12.808204470005961
65,7.9738257448503305
66,6.230060936523557
67,4.7614677669857315
68,5.040528771928393
69,7.235511534379896
70,8.434948822922024
71,10.147234608028327
72,-2.242749949956604
73,6.699244233993625
74,
75,9.805970050107504
76,16.565051177077976
77,10.449547610792592
78,16.481651265800906
79,-1.2249442555203132
80,3.3487271132873673
81,-8.88046413586514
82,-0.6849229871056366
83,-5.808230940319788
84,-12.05557195952511
85,-3.388688900560055
86,-0.7651345579723738
87,3.986021277214718
88,-0.14545816793881272
89,-7.430240478644222
90,5.511555866587031
91,
92,-3.4762962046169292
93,-1.9654184900551002
94,-4.316106536882927
95,-2.305759533310834
96,0.10090754621225528
97,0.5612836322953001
98,-0.409108176051177
99,5.707319368544262
100,-4.526387532999351
101,0.3099626836477114
102,3.296051416972233
103,-3.199091820529432
104,-5.269251663127974
105,-5.054335599994346
106,4.871245656026957
107,-5.999949315396577
108,-1.9588545224463303
109,-0.9757910165700423
110,-4.293308599397122
111,-8.485927397011167
112,3.934154972438421
113,10.260794645830458
114,-6.9366616737091675
115,-0.1704557796304016
116,1.7789597844995058
117,-2.9848662152565737
118,4.5039450396047584
119,-1.9967663571343337
120,-1.5024257045421336
121,-30.724158887371033
122,-25.192404321143215
123,-24.045937356601627
124,-10.929660273719037
125,-2.589459534957683
126,-4.643443228343955
127,-20.20323775494262
128,-11.355670343922384
129,
130,-7.333242707715613
131,-8.494199866447047
132,-7.674171132135854
133,-11.734631218788024
134,-5.871178611456969
135,-8.486243150769695
136,-6.440379521680171
137,
138,-3.72844101338805
139,5.697451461127429
140,-9.007887520605465
141,-12.07719931553629
142,
143,-20.550190625379855
144,-11.231821085974872
145,-16.22702690114042
146,-8.996654155488557
147,-1.3099324740201723
148,-7.320841756083411
149,-0.9067058780582329
150,-8.758650347842206
151,0.22407512446253008
152,-2.2251226757357188
153,2.6587741886358742
154,-16.89386122309253
155,-15.141326367294056
156,-7.397512885605039
157,
158,-6.418708384890095
159,-10.766458447415772
160,-5.542578612396113
161,-13.86980743213357
162,9.457784835053673
163,-5.896404224523195
164,-6.049004792533168
165,-1.7251120151650525
166,8.334893941896354
167,-0.6539025999384478
168,-11.734631218788024
169,-8.72286488947907
170,6.074092296316039
171,0.4765623170057154
172,-12.007632157363958
173,-3.6269948598915107
174,-1.8390341307533333
175,-2.569791807678655
176,-3.778349727891225
177,-6.858398767738265
178,-1.4211862749992576
179,-8.873148917649218
180,-0.67788267431402
181,-7.176439583945566
182,6.158633088085111
183,2.657387993501743
184,4.469498683326208
185,1.9872124958166637
186,-0.21926452798822993
187,5.388001605013557
188,-0.9332270459694598
189,-2.3485358112623658
190,3.703936501982895
191,-9.999646713630042
192,3.93908830973578
193,8.209486317791999
194,6.1691393279074305
195,-3.4985588794936717
196,0.3452666928217809
197,7.919428541976117
198,4.016478080860907
199,-6.651555731078204
200,10.723227267286717
201,-1.9466264428391185
202,3.4306451952510315
203,3.686106975502071
204,-4.48418248148343
205,5.658543177563587
206,6.58381157086194
207,4.236101539070006
208,-1.8636919146270543
209,1.2027521195615805
210,3.0165233054906935
211,0.5600598341940497
212,9.13307061997179
213,2.8317077495046874
214,3.4088597288054245
215,-0.5453173088620247
216,6.051180749543761
217,-4.826712450994563
218,-1.370064412396573
219,0.8476382915562795
220,-2.078921604612219
221,
222,
223,26.015290766237342
224,27.971603761050403
225,22.965454649297385
226,10.31667951203977
227,-10.933073523218468
228,14.576413320603933
229,-15.950709440884538
230,34.4815003127093
231,0.12467165539780467
232,4.395178659673036
233,13.69421638217122
234,5.847704981926881
235,6.4315922747504715
236,-0.23628246829522936
237,1.0825694630296425
238,9.449925347586515
239,-4.990124941445586
240,0.20013300719708127
241,18.083582167997974
242,-9.449096020781425
243,11.870943165216602
244,-0.8561613350859147
245,5.592810939266343
246,11.591663823494429
247,6.504361381755018
248,-3.300716844640391
249,1.8702645315879352
250,7.421497554448365
251,-2.560791378159138
252,-6.137017128494946
253,1.7016315143665963
254,12.983642786905023
255,-8.35297133874127
256,0.08473965151611651
257,-0.6315539168941484
258,8.781491650612594
259,11.240734739916718
260,10.429518124163849
261,4.481769321124773
262,-2.6476206401076325
263,3.27234500699646
264,0.018874606313460163
265,7.964357520026823
266,11.47136832391459
267,-3.719141107765239
268,9.850715996125217
269,0.7326645566557772
270,-3.008074653332187
271,2.5685826277972126
272,0.07247783743892455
273,-1.3556838609015642
274,-2.2433285374076206
275,3.3487271132873673
276,-1.0563155174355643
277,11.063448452130388
278,-4.907884875501026
279,3.433605351456663
280,16.644850261292703
281,-12.78847945065651
282,-9.470294100065885
283,-0.42059528376233857
284,-7.514924554707179
285,-1.3099565088678844
286,-1.60764935489496
287,0.45800431973327704
288,-3.904820990322065
289,-12.440042529142005
290,-0.6693830418633979
291,0.6394790975406011
292,1.009086901570214
293,-0.35988655695578586
294,-1.4287477488298634
295,-4.566685989714401
296,-5.595685491116583
297,-1.129988047188533
298,0.3999043337367425
299,1.3649179589648384
300,-4.826712450994563
