feedback_type,block_id,trial_in_block,perturbation_active,gradual_perturbation,perturbation_force,end_x,end_y,hit,score_delta,score_total
,1,1,False,False,0,240.92162181474401,275.9289016970547,True,90,90
,1,2,False,False,0,220.93826667795656,458.95061334236493,False,0,90
,1,3,False,False,0,169.9289016970546,282.64110744496645,True,93,183
,1,4,False,False,0,8.705272740430098,-10.080038039973429,False,-50,133
,1,5,False,False,0,-48.286576105931736,15.917917028678396,False,-50,83
,1,6,False,False,0,234.9878693007697,175.9204183251498,False,0,83
,1,7,False,False,0,359.91805133950413,510.2981731307856,False,0,83
,1,8,False,False,0,111.82419400872111,3.9106457443811027,False,-50,33
,1,9,False,False,0,107.1921082102092,-88.09917571061973,False,-50,-17
,1,10,False,False,0,97.83756961882268,-10.079025798958856,False,-50,-67
,2,1,True,True,0.0,602.1332490807616,673.9274446530023,False,0,-67
,2,2,True,True,0.0,474.98693494259953,620.6932015619329,False,0,-67
,2,3,True,True,0.0,526.0118086707259,472.95224456490035,False,0,-67
,2,4,True,True,0.2,410.3363354757398,441.9242088996908,False,0,-67
,2,5,True,True,0.2,338.4877598492595,251.9836797990106,True,85,18
,2,6,True,True,0.2,-136.63967444516177,-248.00039492460462,False,-50,-32
,2,7,True,True,0.4,410.98945237434384,603.0866995411368,False,0,-32
,2,8,True,True,0.4,210.88431169152403,146.9463624416148,False,0,-32
,2,9,True,True,0.4,445.8171874865885,435.9144816903077,False,0,-32
,2,10,True,True,0.6000000000000001,493.6110113328321,494.9894523743432,False,0,-32
,2,11,True,True,0.6000000000000001,72.70537563726255,68.94900072830211,False,0,-32
,2,12,True,True,0.6000000000000001,597.6811244495204,679.9212850851646,False,0,-32
,2,13,True,True,0.8,197.9028367572494,559.3313218611918,False,0,-32
,2,14,True,True,0.8,-201.0057717078901,183.47232021839957,False,-50,-82
,2,15,True,True,0.8,140.9346897529688,350.0176414680786,False,-12,-94
,2,16,True,True,1.0,388.463840051764,372.95178673568535,False,0,-94
,2,17,True,True,1.0,287.04479143685785,333.98045951653296,False,-21,-115
,2,18,True,True,1.0,294.0002175380641,337.9645265599985,False,-21,-136
,2,19,True,True,1.2,540.1800062836435,372.99001211845484,False,0,-136
,2,20,True,True,1.2,301.67878119741897,327.9645265599984,True,85,-51
,2,21,True,True,1.2,401.6782949220663,436.91805133950373,False,0,-51
,2,22,True,True,1.4,616.2325702913233,500.98945237434316,False,0,-51
,2,23,True,True,1.4,742.7204819069356,690.9212850851646,False,0,-51
,2,24,True,True,1.4,381.4583696325935,132.94636244161475,False,0,-51
,2,25,True,True,1.5999999999999999,554.3332465413007,509.95224456490087,False,0,-51
,2,26,True,True,1.5999999999999999,379.48948367365654,351.92792021856695,False,0,-51
,2,27,True,True,1.5999999999999999,266.9382666779574,464.61316445422943,False,0,-51
,2,28,True,True,1.7999999999999998,374.7250207558554,265.93468975296895,True,83,32
,2,29,True,True,1.7999999999999998,309.6927403583264,256.97207083486785,True,86,118
,2,30,True,True,1.7999999999999998,596.8956054386489,409.9725295972483,False,0,118
,3,1,False,False,1.9999999999999998,226.80912923442102,248.98367979901084,True,91,209
,3,2,False,False,1.9999999999999998,212.40223821573284,274.97207083486785,True,91,300
,3,3,False,False,1.9999999999999998,321.8855238711482,349.95178673568535,False,-23,277
,3,4,False,False,1.9999999999999998,310.62483911938443,310.9866558224461,True,85,362
,3,5,False,False,1.9999999999999998,321.0195872513584,273.98665582244587,True,85,447
,3,6,False,False,1.9999999999999998,308.95852453770624,248.9132498627576,True,87,534
,3,7,False,False,1.9999999999999998,-178.27935080250984,-91.08874983785324,False,-50,484
,3,8,False,False,1.9999999999999998,430.4998698119506,511.9522445649009,False,0,484
,3,9,False,False,1.9999999999999998,341.1941222081113,243.98367979901084,True,85,569
,3,10,False,False,1.9999999999999998,391.96039648231095,280.98665582244587,True,81,650
trajectory,4,1,False,False,1.9999999999999998,489.25643827146325,489.9946358022962,False,0,650
trajectory,4,2,False,False,1.9999999999999998,389.22223219625903,398.9040524182213,False,0,650
trajectory,4,3,False,False,1.9999999999999998,326.9282163109787,266.9836797990101,True,85,735
trajectory,4,4,False,False,1.9999999999999998,209.00952324039335,33.94900072830236,False,-50,685
trajectory,4,5,False,False,1.9999999999999998,394.06532087709365,445.90860654007855,False,0,685
trajectory,4,6,False,False,1.9999999999999998,290.3049029819458,270.93622321054227,True,87,772
trajectory,4,7,False,False,1.9999999999999998,561.3332465413007,473.95224456490035,False,0,772
trajectory,4,8,False,False,1.9999999999999998,108.92499283884563,251.5226282642981,True,96,868
trajectory,4,9,False,False,1.9999999999999998,288.0981477752105,240.91324986275765,True,88,956
trajectory,4,10,False,False,1.9999999999999998,206.38254963096583,71.92030106661112,False,0,956
trajectory,5,1,True,True,0.0,362.1819311110907,123.98619641022374,False,0,956
trajectory,5,2,True,True,0.0,146.32183034185257,100.98619641022374,False,0,956
trajectory,5,3,True,True,0.0,136.9523443692585,387.0171662974581,False,0,956
trajectory,5,4,True,True,0.2,342.7040778317445,180.99039049436306,False,0,956
trajectory,5,5,True,True,0.2,343.9506133423655,310.93826667795736,True,83,1039
trajectory,5,6,True,True,0.2,289.36134036426677,171.99039049436263,False,0,1039
trajectory,5,7,True,True,0.4,8.752532226590493,-132.0991757106201,False,-50,989
trajectory,5,8,True,True,0.4,340.3136376626496,135.9755475069852,False,0,989
trajectory,5,9,True,True,0.4,264.9040524182218,462.782838936913,False,0,989
trajectory,5,10,True,True,0.6000000000000001,-95.02737039496955,65.64020861819672,False,-50,939
trajectory,5,11,True,True,0.6000000000000001,533.0939599258605,486.9758811457424,False,0,939
trajectory,5,12,True,True,0.6000000000000001,58.341014646038715,-127.03072085105876,False,-50,889
trajectory,5,13,True,True,0.8,439.851790643775,443.9180513395038,False,0,889
trajectory,5,14,True,True,0.8,156.93622321054264,308.4913176936529,True,92,981
trajectory,5,15,True,True,0.8,99.93524720270237,-110.01324402810815,False,-50,931
trajectory,5,16,True,True,1.0,628.2096689971144,255.93468975296895,True,68,999
trajectory,5,17,True,True,1.0,169.67586542931488,180.99039049436266,False,0,999
trajectory,5,18,True,True,1.0,439.1010187149515,384.90405241822174,False,0,999
trajectory,5,19,True,True,1.2,353.7019154001745,223.9132498627577,True,84,1083
trajectory,5,20,True,True,1.2,120.46410359680783,-174.0883744848939,False,-50,1033
trajectory,5,21,True,True,1.2,201.8590326991448,151.92041832515002,False,0,1033
trajectory,5,22,True,True,1.4,439.8183466197453,367.90283675725,False,0,1033
trajectory,5,23,True,True,1.4,346.0642363476998,139.9007940370605,False,0,1033
trajectory,5,24,True,True,1.4,747.4887578701642,650.9550314806532,False,0,1033
trajectory,5,25,True,True,1.5999999999999999,157.1400915049734,100.94900072830197,False,0,1033
trajectory,5,26,True,True,1.5999999999999999,564.4722200050804,324.9382666779572,False,-37,996
trajectory,5,27,True,True,1.5999999999999999,50.85601330656498,-413.0670154040531,False,-50,946
trajectory,5,28,True,True,1.7999999999999998,249.64492691640805,200.92499283884595,False,0,946
trajectory,5,29,True,True,1.7999999999999998,127.63168419382916,-144.00577170789074,False,-50,896
trajectory,5,30,True,True,1.7999999999999998,672.0506097508639,388.9144816903076,False,0,896
trajectory,6,1,False,False,1.9999999999999998,255.96452655999911,364.80380838967744,False,0,896
trajectory,6,2,False,False,1.9999999999999998,183.84547219871848,-31.07902579895884,False,-50,846
trajectory,6,3,False,False,1.9999999999999998,55.11397897200641,-16.094623073134493,False,-50,796
trajectory,6,4,False,False,1.9999999999999998,-192.29452426307017,-383.09295976680403,False,-50,746
