attempt,error_angle_degrees
0,-6.155168343274003
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,10.41928833890288
16,17.610500962699014
17,6.486733675361372
18,5.048487755803198
19,8.233505670516454
20,-5.67302213992532
