attempt,error_angle_degrees
0,0.0
1,5.314545669944749
2,7.520835817111234
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,7.101894566656924
10,4.969740728110295
11,8.6790869250015
12,4.298462903765611
13,0.0
14,5.39629223989904
15,0.0
16,0.0
17,0.0
18,0.0
19,3.6795492384504627
20,14.300277449185586
21,5.800624143716973
22,6.602921873979454
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,-4.625505870605068
31,5.516131195312923
32,4.441241189432802
33,6.009005957494523
34,5.6730221399253224
35,0.0
36,0.0
37,9.889666927621164
38,7.454298812748462
39,0.0
40,-3.7538483330707777
41,0.0
42,4.3583990887537
43,-6.0
44,0.0
45,0.0
46,0.0
47,8.049030972109819
48,8.024008002539276
49,0.0
50,4.369062929791184
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,-6.872083363080321
61,-4.974393962431307
62,0.0
63,0.0
64,-9.602487114394947
65,-6.210182496542529
66,-5.1635686478918075
67,-7.6403058246305875
68,0.0
69,0.0
70,5.0958167870261235
71,0.0
72,0.0
73,0.0
74,-7.120945055425295
75,
76,-7.180344302017232
77,0.0
78,0.0
79,
80,28.072486935852957
81,16.9509341472599
82,
83,3.88790956083308
84,7.917503034828343
85,10.432845763255514
86,0.0
87,0.0
88,0.0
89,6.076344821149007
90,5.654420822640702
91,0.0
92,8.688938032380761
93,
94,0.0
95,7.30575953331082
96,5.016240741853252
97,0.0
98,0.0
99,0.0
100,0.0
101,6.525082468647838
102,4.77832162366478
103,5.165241044995767
104,0.0
105,6.772159966113563
106,7.8024339847534065
107,5.581215790749027
108,0.0
109,0.0
110,4.5666456053986195
111,0.0
112,0.0
113,4.537772507906652
114,0.0
115,3.376891353194978
116,5.527540151656169
117,0.0
118,0.0
119,0.0
120,33.63818657786467
121,29.44012420983831
122,31.249242678697236
123,
124,19.428532920651975
125,-3.490778661791026
126,13.905848623240487
127,19.258036822171647
128,12.281900328754233
129,-4.085886994189252
130,12.34987578006988
131,9.162032326785464
132,11.826673922772784
133,10.806928209250046
134,12.972792664952053
135,6.9417254005632145
136,4.743898812293622
137,5.706112397414941
138,8.467898892343669
139,9.24592868120061
140,6.560063906565091
141,9.793581437043898
142,9.095920916667353
143,10.56915897461927
144,5.369881132474788
145,17.606505958506077
146,11.565051177077976
147,9.874153914127632
148,5.700585224551645
149,6.419593009139163
150,10.606660988309116
151,10.863064500843336
152,10.078667879514626
153,11.56505117707799
154,5.1484141402878265
155,17.995224442278868
156,12.164985057331933
157,10.324181401947186
158,8.26770481005694
159,11.186331049103941
160,-14.61317604705323
161,-11.564255760338298
162,-11.745633425287949
163,-9.554289672401765
164,-3.285276474738424
165,-5.162240270945347
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,-4.298462903765625
172,0.0
173,0.0
174,0.0
175,0.17683826413941972
176,7.125016348901795
177,0.0
178,1.3720916494606143
179,0.0
180,-5.297048104596797
181,-6.814352889409761
182,
183,4.45560283332631
184,
185,
186,2.8535028365760127
187,1.3518618755592229
188,0.0
189,0.0
190,-7.731298264419152
191,-14.591252288019902
192,0.0
193,0.0
194,0.0
195,0.514618911117168
196,-4.298462903765625
197,0.0
198,0.0
199,4.340860064691256
