feedback_type,block_id,trial_in_block,perturbation_active,gradual_perturbation,perturbation_force,end_x,end_y,hit,score_delta,score_total
,1,1,False,False,0,402.9040524182214,431.3434456775677,False,0,0
,1,2,False,False,0,292.93468975296923,369.8648000872641,False,0,0
,1,3,False,False,0,237.9836797990104,291.1027668755676,True,91,91
,1,4,False,False,0,227.9523443692585,268.1229823384874,True,92,183
,1,5,False,False,0,585.9869349426003,592.1057348006054,False,0,183
,1,6,False,False,0,98.90079403706035,177.78695470789035,False,0,183
,1,7,False,False,0,-143.09917571062027,-31.22002374338048,False,-50,133
,1,8,False,False,0,47.92030106661106,166.42072067282047,False,-50,83
,1,9,False,False,0,324.90106258176536,358.21823067957473,False,0,83
,1,10,False,False,0,258.93622321054227,392.8599974650563,False,0,83
,2,1,True,True,0.5,651.7432361191431,540.9555892960408,False,0,83
,2,2,True,True,0.5,367.9517867356852,347.7740762582631,False,0,83
,2,3,True,True,0.5,554.1427455531002,436.95224456490064,False,0,83
,2,4,True,True,0.7,383.9725295972482,452.5219798376477,False,0,83
,2,5,True,True,0.7,-13.094623073135153,279.7440864182913,False,-50,33
,2,6,True,True,0.7,516.8997821678153,184.92890169705484,False,0,33
,2,7,True,True,0.8999999999999999,399.7880465811954,304.9710528517395,True,83,116
,2,8,True,True,0.8999999999999999,226.2946216720539,134.9585232200585,False,0,116
,2,9,True,True,0.8999999999999999,561.2220352141072,452.90860654007855,False,0,116
,2,10,True,True,1.0999999999999999,524.1430297921145,318.90283675724964,False,-32,84
,2,11,True,True,1.0999999999999999,511.84849436915636,421.90405241822117,False,0,84
,2,12,True,True,1.0999999999999999,579.2046756291646,545.9936478259497,False,0,84
,2,13,True,True,1.2999999999999998,503.78391028620996,136.99039049436186,False,0,84
,2,14,True,True,1.2999999999999998,514.9496054180113,627.0375257834701,False,0,84
,2,15,True,True,1.2999999999999998,365.97252959724784,428.7032985575974,False,0,84
,2,16,True,True,1.4999999999999998,114.68815491190351,-43.00862185131238,False,-50,34
,2,17,True,True,1.4999999999999998,537.5868393712169,400.9212514854397,False,0,34
,2,18,True,True,1.4999999999999998,317.92162181474396,222.92890169705476,True,88,122
,2,19,True,True,1.6999999999999997,392.2182306795747,342.9010625817653,False,-25,97
,2,20,True,True,1.6999999999999997,59.93529687054853,139.0217063537164,False,0,97
,2,21,True,True,1.6999999999999997,114.32140104920023,48.90398861477481,False,-50,47
,2,22,True,True,1.8999999999999997,839.715133488858,672.9554894591421,False,0,47
,2,23,True,True,1.8999999999999997,550.2878876285018,397.9040524182213,False,0,47
,2,24,True,True,1.8999999999999997,-414.0415577320896,-216.6139433533388,False,-50,-3
,2,25,True,True,2.0999999999999996,594.6157365816485,465.9235355457876,False,0,-3
,2,26,True,True,2.0999999999999996,505.3769790754238,226.936223210543,True,78,75
,2,27,True,True,2.0999999999999996,385.13615296652273,302.92375236019,True,83,158
,2,28,True,True,2.3,598.7272808878483,391.9040524182212,False,0,158
,2,29,True,True,2.3,687.8488925621671,406.90860654007884,False,0,158
,2,30,True,True,2.3,606.1666741471925,392.9040524182216,False,0,158
,3,1,False,False,2.5,-56.080038039973644,247.98446301267046,False,-50,108
,3,2,False,False,2.5,270.93622321054283,287.4913176936524,True,89,197
,3,3,False,False,2.5,39.99898028423678,45.46140069906331,False,-50,147
,3,4,False,False,2.5,431.70610675293284,312.9010625817656,True,81,228
,3,5,False,False,2.5,458.6265476803458,219.92890169705473,True,81,309
,3,6,False,False,2.5,482.9758811457423,500.08913615500995,False,0,309
,3,7,False,False,2.5,253.9132498627579,400.5396548251953,False,0,309
,3,8,False,False,2.5,292.90283675724964,303.4158119986962,True,88,397
,3,9,False,False,2.5,452.99463580229633,494.3428117282343,False,0,397
,3,10,False,False,2.5,414.9040524182214,438.15657676401594,False,0,397
trajectory,4,1,False,False,2.5,195.31546582500968,-96.07902579895882,False,-50,347
trajectory,4,2,False,False,2.5,390.9212514854397,416.5321827997353,False,0,347
trajectory,4,3,False,False,2.5,207.9467643317304,-5.0385630207879135,False,-50,297
trajectory,4,4,False,False,2.5,625.904290788301,612.5627635197401,False,0,297
trajectory,4,5,False,False,2.5,598.9899119363546,594.6871873322236,False,0,297
trajectory,4,6,False,False,2.5,460.92319632863666,481.9106252746936,False,0,297
trajectory,4,7,False,False,2.5,480.9946358022963,537.0391635801083,False,0,297
trajectory,4,8,False,False,2.5,408.32221318537177,250.98665582244624,True,83,380
trajectory,4,9,False,False,2.5,405.61904568540376,314.97105285173944,True,82,462
trajectory,4,10,False,False,2.5,231.02906105285268,147.95852322005845,False,0,462
trajectory,5,1,True,True,0.5,455.9231963286366,455.3156536962711,False,0,462
trajectory,5,2,True,True,0.5,252.92890169705444,263.3533131928778,True,91,553
trajectory,5,3,True,True,0.5,-331.0227935164542,-134.6596789551607,False,-50,503
trajectory,5,4,True,True,0.7,562.6564216021361,513.9040221560371,False,0,503
trajectory,5,5,True,True,0.7,558.9040221560371,514.9040221560376,False,0,503
trajectory,5,6,True,True,0.7,5.873380259350884,-181.00577170789043,False,-50,453
trajectory,5,7,True,True,0.8999999999999999,673.4217908120781,495.98945237434316,False,0,453
trajectory,5,8,True,True,0.8999999999999999,493.28806223050117,270.9382666779569,True,78,531
trajectory,5,9,True,True,0.8999999999999999,649.5521791777146,477.94960541801095,False,0,531
trajectory,5,10,True,True,1.0999999999999999,700.3543509730566,323.9279202185667,False,-41,490
trajectory,5,11,True,True,1.0999999999999999,412.88552387114834,317.9517867356847,False,-26,464
trajectory,5,12,True,True,1.0999999999999999,259.3498280189073,-24.017397765364535,False,-50,414
trajectory,5,13,True,True,1.2999999999999998,450.6977851243324,430.9086065400785,False,0,414
trajectory,5,14,True,True,1.2999999999999998,210.84866194353998,-24.001019715763622,False,-50,364
trajectory,5,15,True,True,1.2999999999999998,449.9946358022964,506.9082623455254,False,0,364
trajectory,5,16,True,True,1.4999999999999998,716.610792754687,489.9496054180112,False,0,364
trajectory,5,17,True,True,1.4999999999999998,494.7733547855268,265.92375236019,True,78,442
trajectory,5,18,True,True,1.4999999999999998,111.27065976955271,32.94900072830236,False,-50,392
trajectory,5,19,True,True,1.6999999999999997,530.4935656007415,497.949605418011,False,0,392
trajectory,5,20,True,True,1.6999999999999997,560.7272808878483,363.90405241822174,False,0,392
trajectory,5,21,True,True,1.6999999999999997,817.1547529374171,480.949605418011,False,0,392
trajectory,5,22,True,True,1.8999999999999997,527.8171874865888,405.91448169030775,False,0,392
trajectory,5,23,True,True,1.8999999999999997,584.2959538452369,259.9866558224459,True,74,466
trajectory,5,24,True,True,1.8999999999999997,760.0844901375027,275.9028367572499,True,65,531
trajectory,5,25,True,True,2.0999999999999996,904.0519629290477,520.9936478259503,False,0,531
trajectory,5,26,True,True,2.0999999999999996,666.8603410589237,390.923196328637,False,0,531
trajectory,5,27,True,True,2.0999999999999996,738.92424718458,392.9040524182216,False,0,531
trajectory,5,28,True,True,2.3,853.871946301906,565.9837136101586,False,0,531
trajectory,5,29,True,True,2.3,479.9423931688649,99.90398861477443,False,0,531
trajectory,5,30,True,True,2.3,310.1565290738445,66.94636244161505,False,0,531
trajectory,6,1,False,False,2.5,377.97252959724767,531.2527487979984,False,0,531
trajectory,6,2,False,False,2.5,332.93826667795713,347.2757155660926,False,0,531
trajectory,6,3,False,False,2.5,2.9106457443810347,103.65877470298572,False,-50,481
trajectory,6,4,False,False,2.5,456.87599393665846,266.92375236019,True,80,561
trajectory,6,5,False,False,2.5,294.9237523601901,254.76623248145518,True,89,650
trajectory,6,6,False,False,2.5,-171.03072085105927,-42.66205743906814,False,-50,600
trajectory,6,7,False,False,2.5,333.9237523601902,297.92375236019006,True,86,686
trajectory,6,8,False,False,2.5,501.27614229283904,442.9086065400785,False,0,686
trajectory,6,9,False,False,2.5,498.85256687519365,329.9010625817653,False,-31,655
trajectory,6,10,False,False,2.5,410.9040524182214,466.40910110981054,False,0,655
endpos,7,1,False,False,2.5,509.97018643127615,253.9362232105428,True,78,733
endpos,7,2,False,False,2.5,-102.0887498378531,-11.232355625793664,False,-50,683
endpos,7,3,False,False,2.5,380.99001211845473,438.69501054754403,False,0,683
endpos,7,4,False,False,2.5,198.92499283884584,227.25438521459967,True,94,777
endpos,7,5,False,False,2.5,577.186467202825,512.9520061363932,False,0,777
endpos,7,6,False,False,2.5,452.92125148543937,432.53218279973487,False,0,777
endpos,7,7,False,False,2.5,-186.03072085105924,38.88479350870771,False,-50,727
endpos,7,8,False,False,2.5,357.9382666779574,382.9444400101607,False,0,727
endpos,7,9,False,False,2.5,545.9520061363932,516.6968264918718,False,0,727
endpos,7,10,False,False,2.5,281.6396195326162,210.9362232105427,True,90,817
endpos,8,1,True,True,0.5,414.924208899691,485.93936711975215,False,0,817
